eV_,xxTotalf0,zzTotalf0
293.1865933,0.014381297,0.0046659526
293.2066033,0.014365643,0.0046574003
293.22661331,0.014347462,0.0046492522
293.24662331,0.014326763,0.0046414812
293.26663332,0.014303599,0.004634086
293.28664332,0.014278013,0.0046270275
293.30665333,0.014250042,0.0046202978
293.32666333,0.014219767,0.0046138554
293.34667334,0.014187229,0.0046076858
293.36668334,0.014152473,0.0046017645
293.38669335,0.014115578,0.0045960448
293.40670335,0.014076667,0.0045905248
293.42671336,0.014035747,0.0045851669
293.44672336,0.013992965,0.0045799282
293.46673337,0.013948369,0.0045747976
293.48674337,0.01390206,0.0045697419
293.50675338,0.013854131,0.004564737
293.52676338,0.013804669,0.0045597563
293.54677339,0.013753802,0.004554776
293.56678339,0.013701575,0.0045497655
293.5867934,0.013648149,0.0045447061
293.6068034,0.013593584,0.0045395787
293.62681341,0.013538008,0.0045343642
293.64682341,0.013481521,0.0045290459
293.66683342,0.013424201,0.0045235986
293.68684342,0.013366176,0.0045180172
293.70685343,0.013307522,0.0045122793
293.72686343,0.013248376,0.0045063817
293.74687344,0.013188798,0.0045003034
293.76688344,0.013128923,0.004494044
293.78689345,0.013068809,0.0044875969
293.80690345,0.013008568,0.0044809482
293.82691346,0.012948288,0.0044741011
293.84692346,0.012888065,0.0044670519
293.86693347,0.012827943,0.004459803
293.88694347,0.012768088,0.0044523468
293.90695348,0.012708494,0.0044446923
293.92696348,0.01264929,0.0044368324
293.94697349,0.012590514,0.0044287862
293.96698349,0.012532251,0.0044205408
293.9869935,0.01247456,0.0044121128
294.0070035,0.012417519,0.0044035106
294.02701351,0.012361157,0.0043947366
294.04702351,0.012305552,0.0043858117
294.06703352,0.012250746,0.00437673
294.08704352,0.012196766,0.0043675089
294.10705353,0.012143672,0.0043581575
294.12706353,0.01209149,0.004348699
294.14707354,0.012040269,0.0043391362
294.16708354,0.011990039,0.0043294718
294.18709355,0.011940825,0.0043197335
294.20710355,0.011892625,0.0043099248
294.22711356,0.011845494,0.00430007
294.24712356,0.01179943,0.0042901733
294.26713357,0.011754475,0.0042802556
294.28714357,0.011710593,0.0042703254
294.30715358,0.011667829,0.0042603966
294.32716358,0.011626158,0.004250491
294.34717359,0.011585607,0.0042406153
294.36718359,0.011546163,0.0042307838
294.3871936,0.011507821,0.0042210072
294.4072036,0.011470607,0.0042113126
294.42721361,0.011434479,0.0042017028
294.44722361,0.011399438,0.0041921921
294.46723362,0.011365474,0.0041827923
294.48724362,0.011332572,0.00417352
294.50725363,0.011300718,0.0041643823
294.52726363,0.011269889,0.0041553974
294.54727364,0.011240082,0.0041465811
294.56728364,0.011211292,0.00413793
294.58729365,0.01118346,0.004129468
294.60730365,0.01115662,0.0041212034
294.62731366,0.011130705,0.0041131419
294.64732366,0.011105719,0.0041052923
294.66733367,0.01108162,0.004097674
294.68734367,0.011058404,0.0040902896
294.70735368,0.01103605,0.0040831477
294.72736368,0.011014539,0.0040762541
294.74737369,0.010993822,0.0040696231
294.76738369,0.010973908,0.0040632552
294.7873937,0.010954768,0.0040571666
294.8074037,0.010936388,0.0040513473
294.82741371,0.010918716,0.0040458231
294.84742371,0.010901746,0.0040405835
294.86743372,0.010885464,0.0040356442
294.88744372,0.010869854,0.004031003
294.90745373,0.010854885,0.0040266616
294.92746373,0.010840548,0.0040226309
294.94747374,0.010826822,0.0040189126
294.96748374,0.010813682,0.0040155048
294.98749375,0.010801107,0.0040124157
295.00750375,0.010789102,0.0040096459
295.02751376,0.010777635,0.0040071937
295.04752376,0.010766683,0.004005061
295.06753377,0.010756251,0.0040032547
295.08754377,0.010746303,0.0040017632
295.10755378,0.010736832,0.0040005958
295.12756378,0.010727855,0.0039997473
295.14757379,0.010719322,0.0039992197
295.16758379,0.010711228,0.0039990135
295.1875938,0.010703562,0.003999121
295.2076038,0.010696326,0.003999542
295.22761381,0.010689499,0.0040002782
295.24762381,0.010683104,0.0040013231
295.26763382,0.010677073,0.0040026773
295.28764382,0.010671438,0.0040043392
295.30765383,0.010666179,0.0040062955
295.32766383,0.010661303,0.0040085563
295.34767384,0.010656796,0.0040111071
295.36768384,0.010652642,0.004013943
295.38769385,0.010648864,0.0040170676
295.40770385,0.01064541,0.0040204725
295.42771386,0.01064231,0.0040241512
295.44772386,0.010639538,0.0040281019
295.46773387,0.010637127,0.0040323143
295.48774387,0.010635032,0.004036786
295.50775388,0.010633281,0.0040415153
295.52776388,0.010631835,0.0040464881
295.54777389,0.010630715,0.0040517058
295.56778389,0.010629924,0.0040571624
295.5877939,0.01062947,0.0040628454
295.6078039,0.010629285,0.004068756
295.62781391,0.010629458,0.0040748836
295.64782391,0.010629905,0.0040812176
295.66783392,0.010630673,0.004087761
295.68784392,0.010631754,0.0040944978
295.70785393,0.010633129,0.0041014273
295.72786393,0.010634802,0.0041085435
295.74787394,0.010636775,0.004115833
295.76788394,0.010639035,0.0041232975
295.78789395,0.010641604,0.004130919
295.80790395,0.010644448,0.0041387025
295.82791396,0.010647602,0.0041466295
295.84792396,0.010651037,0.0041547013
295.86793397,0.010654761,0.0041629104
295.88794397,0.01065876,0.0041712429
295.90795398,0.010663044,0.0041797003
295.92796398,0.010667603,0.0041882675
295.94797399,0.010672437,0.0041969419
295.96798399,0.01067754,0.0042057172
295.987994,0.010682927,0.0042145853
296.008004,0.01068857,0.0042235334
296.02801401,0.010694469,0.004232558
296.04802401,0.010700637,0.0042416579
296.06803402,0.010707053,0.0042508193
296.08804402,0.01071374,0.0042600366
296.10805403,0.010720648,0.0042693075
296.12806403,0.010727825,0.0042786184
296.14807404,0.010735229,0.0042879637
296.16808404,0.01074289,0.0042973375
296.18809405,0.010750759,0.0043067322
296.20810405,0.010758869,0.0043161428
296.22811406,0.010767226,0.0043255612
296.24812406,0.010775765,0.0043349792
296.26813407,0.010784554,0.0043443996
296.28814407,0.010793529,0.004353805
296.30815408,0.010802736,0.0043631885
296.32816408,0.010812141,0.0043725464
296.34817409,0.010821712,0.0043818783
296.36818409,0.01083148,0.0043911743
296.3881941,0.010841459,0.0044004219
296.4082041,0.010851593,0.0044096233
296.42821411,0.01086193,0.0044187643
296.44822411,0.010872402,0.0044278447
296.46823412,0.010883045,0.0044368585
296.48824412,0.010893857,0.0044458001
296.50825413,0.010904824,0.0044546616
296.52826413,0.010915932,0.0044634319
296.54827414,0.010927182,0.0044721165
296.56828414,0.010938552,0.0044807056
296.58829415,0.010950065,0.0044891974
296.60830415,0.01096168,0.0044975742
296.62831416,0.010973444,0.0045058425
296.64832416,0.010985293,0.0045139915
296.66833417,0.010997248,0.0045220186
296.68834417,0.011009305,0.0045299232
296.70835418,0.011021451,0.0045376937
296.72836418,0.011033682,0.0045453217
296.74837419,0.011045979,0.0045528105
296.76838419,0.011058354,0.0045601549
296.7883942,0.011070818,0.0045673489
296.8084042,0.011083301,0.0045743855
296.82841421,0.011095858,0.0045812628
296.84842421,0.011108465,0.0045879758
296.86843422,0.011121103,0.0045945239
296.88844422,0.011133784,0.0046009012
296.90845423,0.01114648,0.004607101
296.92846423,0.011159198,0.0046131299
296.94847424,0.011171943,0.004618966
296.96848424,0.011184672,0.0046246238
296.98849425,0.011197414,0.0046300935
297.00850425,0.011210148,0.0046353675
297.02851426,0.011222878,0.0046404479
297.04852426,0.01123559,0.0046453276
297.06853427,0.011248276,0.0046500093
297.08854427,0.011260942,0.0046544843
297.10855428,0.011273573,0.0046587591
297.12856428,0.011286145,0.0046628248
297.14857429,0.0112987,0.0046666716
297.16858429,0.011311183,0.0046703108
297.1885943,0.011323623,0.0046737357
297.2086043,0.01133599,0.0046769418
297.22861431,0.011348289,0.0046799327
297.24862431,0.011360502,0.0046826988
297.26863432,0.011372653,0.0046852445
297.28864432,0.0113847,0.0046875691
297.30865433,0.011396674,0.0046896683
297.32866433,0.011408538,0.0046915379
297.34867434,0.011420302,0.0046931859
297.36868434,0.01143198,0.0046946034
297.38869435,0.011443528,0.0046957866
297.40870435,0.011454965,0.0046967426
297.42871436,0.011466266,0.0046974774
297.44872436,0.011477468,0.0046979729
297.46873437,0.01148852,0.0046982495
297.48874437,0.011499443,0.0046982858
297.50875438,0.011510234,0.004698094
297.52876438,0.011520874,0.0046976707
297.54877439,0.011531358,0.0046970155
297.56878439,0.011541709,0.0046961335
297.5887944,0.011551906,0.0046950178
297.6088044,0.011561927,0.0046936758
297.62881441,0.011571804,0.0046921046
297.64882441,0.011581505,0.0046903044
297.66883442,0.011591023,0.0046882806
297.68884442,0.011600371,0.0046860371
297.70885443,0.01160957,0.004683557
297.72886443,0.011618566,0.0046808631
297.74887444,0.011627387,0.0046779416
297.76888444,0.01163601,0.0046748053
297.78889445,0.011644445,0.0046714465
297.80890445,0.011652694,0.0046678712
297.82891446,0.011660744,0.0046640849
297.84892446,0.011668612,0.0046600825
297.86893447,0.011676264,0.0046558692
297.88894447,0.01168371,0.0046514492
297.90895448,0.011690959,0.0046468209
297.92896448,0.011698012,0.0046419906
297.94897449,0.011704843,0.0046369536
297.96898449,0.011711462,0.0046317196
297.9889945,0.011717878,0.0046262899
298.0090045,0.011724087,0.0046206657
298.02901451,0.011730068,0.0046148505
298.04902451,0.011735831,0.0046088486
298.06903452,0.011741369,0.0046026632
298.08904452,0.011746697,0.0045962911
298.10905453,0.011751814,0.0045897388
298.12906453,0.011756696,0.0045830142
298.14907454,0.011761378,0.0045761117
298.16908454,0.011765812,0.0045690462
298.18909455,0.01177003,0.0045618089
298.20910455,0.011774023,0.0045544142
298.22911456,0.011777811,0.0045468574
298.24912456,0.011781336,0.0045391447
298.26913457,0.011784675,0.004531282
298.28914457,0.011787768,0.0045232717
298.30915458,0.011790657,0.0045151175
298.32916458,0.011793287,0.0045068241
298.34917459,0.011795704,0.0044983919
298.36918459,0.011797917,0.0044898279
298.3891946,0.011799896,0.0044811373
298.4092046,0.011801632,0.0044723139
298.42921461,0.011803172,0.0044633774
298.44922461,0.011804461,0.0044543254
298.46923462,0.011805556,0.0044451635
298.48924462,0.011806404,0.0044358918
298.50925463,0.011807059,0.0044265152
298.52926463,0.011807472,0.0044170409
298.54927464,0.011807686,0.0044074692
298.56928464,0.011807675,0.0043978123
298.58929465,0.011807444,0.0043880637
298.60930465,0.011806999,0.0043782354
298.62931466,0.011806344,0.0043683313
298.64932466,0.011805493,0.0043583508
298.66933467,0.011804415,0.0043483055
298.68934467,0.011803132,0.0043381946
298.70935468,0.01180165,0.004328026
298.72936468,0.011799956,0.0043178014
298.74937469,0.011798074,0.0043075238
298.76938469,0.011795982,0.0042972094
298.7893947,0.011793682,0.0042868457
298.8094047,0.01179119,0.0042764479
298.82941471,0.011788506,0.0042660162
298.84942471,0.011785629,0.0042555621
298.86943472,0.011782584,0.0042450828
298.88944472,0.011779315,0.0042345827
298.90945473,0.011775881,0.0042240685
298.92946473,0.01177226,0.0042135459
298.94947474,0.011768447,0.0042030215
298.96948474,0.011764471,0.0041924948
298.98949475,0.01176032,0.0041819704
299.00950475,0.011756002,0.0041714599
299.02951476,0.01175149,0.0041609574
299.04952476,0.011746842,0.0041504777
299.06953477,0.011742011,0.0041400152
299.08954477,0.011737011,0.0041295826
299.10955478,0.011731857,0.0041191811
299.12956478,0.011726546,0.0041088145
299.14957479,0.011721085,0.0040984885
299.16958479,0.011715462,0.0040882062
299.1895948,0.011709697,0.0040779719
299.2096048,0.011703786,0.0040677907
299.22961481,0.011697728,0.0040576691
299.24962481,0.011691542,0.0040476061
299.26963482,0.011685205,0.0040376163
299.28964482,0.011678727,0.0040276884
299.30965483,0.011672143,0.0040178378
299.32966483,0.011665412,0.0040080659
299.34967484,0.011658556,0.0039983769
299.36968484,0.011651589,0.0039887745
299.38969485,0.011644498,0.0039792624
299.40970485,0.01163728,0.003969844
299.42971486,0.011629948,0.0039605233
299.44972486,0.011622514,0.0039513083
299.46973487,0.011614957,0.0039421972
299.48974487,0.011607315,0.003933196
299.50975488,0.011599557,0.0039243158
299.52976488,0.011591702,0.0039155479
299.54977489,0.011583747,0.0039068996
299.56978489,0.011575696,0.0038983787
299.5897949,0.011567567,0.0038899835
299.6098049,0.011559342,0.0038817204
299.62981491,0.011551027,0.0038735948
299.64982491,0.011542626,0.0038656052
299.66983492,0.011534157,0.0038577621
299.68984492,0.01152561,0.0038500607
299.70985493,0.011516972,0.0038425101
299.72986493,0.011508266,0.0038351126
299.74987494,0.011499497,0.0038278722
299.76988494,0.011490657,0.0038207835
299.78989495,0.011481753,0.0038138616
299.80990495,0.011472789,0.003807103
299.82991496,0.011463767,0.0038005123
299.84992496,0.011454687,0.0037940894
299.86993497,0.011445541,0.0037878435
299.88994497,0.011436364,0.0037817718
299.90995498,0.011427121,0.0037758786
299.92996498,0.011417842,0.0037701649
299.94997499,0.011408498,0.0037646352
299.96998499,0.011399149,0.0037592927
299.989995,0.011389713,0.0037541378
300.010005,0.011380271,0.0037491755
300.03001501,0.011370759,0.0037444052
300.05002501,0.011361242,0.0037398329
300.07003502,0.011351679,0.0037354559
300.09004502,0.011342092,0.0037312799
300.11005503,0.011332478,0.003727305
300.13006503,0.011322835,0.0037235338
300.15007504,0.011313164,0.0037199713
300.17008504,0.01130347,0.0037166141
300.19009505,0.011293753,0.0037134658
300.21010505,0.011284023,0.0037105284
300.23011506,0.011274263,0.003707807
300.25012506,0.011264501,0.0037053004
300.27013507,0.011254739,0.0037030079
300.29014507,0.011244939,0.0037009323
300.31015508,0.011235131,0.0036990775
300.33016508,0.011225317,0.0036974428
300.35017509,0.011215478,0.0036960265
300.37018509,0.011205653,0.0036948361
300.3901951,0.011195809,0.0036938672
300.4102051,0.011185985,0.003693122
300.43021511,0.011176115,0.0036926048
300.45022511,0.011166264,0.0036923147
300.47023512,0.011156416,0.0036922519
300.49024512,0.011146558,0.0036924165
300.51025513,0.011136698,0.0036928095
300.53026513,0.011126844,0.0036934332
300.55027514,0.011117004,0.0036942873
300.57028514,0.011107137,0.0036953704
300.59029515,0.011097292,0.0036966859
300.61030515,0.011087448,0.0036982337
300.63031516,0.011077615,0.0037000126
300.65032516,0.01106778,0.0037020219
300.67033517,0.011057949,0.0037042657
300.69034517,0.011048146,0.00370674
300.71035518,0.01103832,0.0037094464
300.73036518,0.011028526,0.0037123857
300.75037519,0.01101873,0.0037155582
300.77038519,0.011008931,0.0037189606
300.7903952,0.01099916,0.0037225953
300.8104052,0.010989391,0.0037264633
300.83041521,0.010979637,0.0037305607
300.85042521,0.010969871,0.0037348904
300.87043522,0.010960129,0.003739448
300.89044522,0.010950396,0.0037442367
300.91045523,0.010940666,0.0037492528
300.93046523,0.010930944,0.0037544963
300.95047524,0.010921245,0.0037599674
300.97048524,0.010911555,0.0037656659
300.99049525,0.010901863,0.0037715919
301.01050525,0.010892191,0.0037777398
301.03051526,0.010882508,0.0037841145
301.05052526,0.010872843,0.0037907104
301.07053527,0.010863187,0.0037975272
301.09054527,0.010853546,0.0038045635
301.11055528,0.010843905,0.003811822
301.13056528,0.010834279,0.0038192971
301.15057529,0.010824632,0.0038269879
301.17058529,0.010815016,0.003834896
301.1905953,0.010805397,0.0038430153
301.2106053,0.01079579,0.0038513492
301.23061531,0.010786183,0.0038598932
301.25062531,0.010776582,0.0038686441
301.27063532,0.010766985,0.0038776041
301.29064532,0.010757393,0.0038867716
301.31065533,0.010747812,0.00389614
301.33066533,0.010738197,0.0039057115
301.35067534,0.010728609,0.0039154794
301.37068534,0.010719011,0.003925452
301.39069535,0.010709421,0.003935616
301.41070535,0.01069981,0.0039459746
301.43071536,0.010690214,0.0039565293
301.45072536,0.010680617,0.0039672712
301.47073537,0.010671015,0.0039781993
301.49074537,0.010661391,0.0039893137
301.51075538,0.010651777,0.0040006111
301.53076538,0.010642155,0.0040120906
301.55077539,0.010632516,0.0040237461
301.57078539,0.010622866,0.00403558
301.5907954,0.010613224,0.004047588
301.6108054,0.010603556,0.0040597687
301.63081541,0.010593873,0.0040721176
301.65082541,0.010584189,0.0040846313
301.67083542,0.01057449,0.0040973085
301.69084542,0.010564772,0.00411015
301.71085543,0.010555029,0.0041231494
301.73086543,0.010545273,0.0041363011
301.75087544,0.010535497,0.0041496078
301.77088544,0.010525707,0.0041630641
301.79089545,0.010515894,0.0041766674
301.81090545,0.010506056,0.0041904147
301.83091546,0.010496204,0.0042043058
301.85092546,0.010486311,0.0042183348
301.87093547,0.010476415,0.0042324988
301.89094547,0.01046648,0.0042467955
301.91095548,0.010456519,0.0042612217
301.93096548,0.010446527,0.0042757727
301.95097549,0.010436503,0.0042904504
301.97098549,0.010426459,0.0043052481
301.9909955,0.010416379,0.0043201651
302.0110055,0.01040626,0.0043351962
302.03101551,0.010396114,0.0043503372
302.05102551,0.010385945,0.0043655881
302.07103552,0.01037572,0.0043809419
302.09104552,0.010365462,0.0043963999
302.11105553,0.010355167,0.0044119563
302.13106553,0.01034485,0.004427609
302.15107554,0.010334457,0.0044433526
302.17108554,0.010324042,0.0044591827
302.19109555,0.010313587,0.0044751028
302.21110555,0.010303077,0.0044911024
302.23111556,0.010292538,0.0045071812
302.25112556,0.010281944,0.004523336
302.27113557,0.010271298,0.0045395601
302.29114557,0.010260616,0.0045558582
302.31115558,0.01024988,0.0045722215
302.33116558,0.010239097,0.004588644
302.35117559,0.010228259,0.0046051252
302.37118559,0.010217376,0.0046216669
302.3911956,0.010206435,0.0046382528
302.4112056,0.01019544,0.0046548974
302.43121561,0.010184394,0.0046715811
302.45122561,0.010173288,0.004688309
302.47123562,0.01016212,0.0047050728
302.49124562,0.010150904,0.0047218748
302.51125563,0.010139639,0.0047387099
302.53126563,0.010128301,0.0047555682
302.55127564,0.010116908,0.0047724568
302.57128564,0.01010545,0.0047893659
302.59129565,0.010093944,0.0048062932
302.61130565,0.010082348,0.0048232339
302.63131566,0.010070731,0.0048401849
302.65132566,0.010059029,0.0048571439
302.67133567,0.010047255,0.0048741126
302.69134567,0.01003543,0.0048910752
302.71135568,0.010023536,0.0049080397
302.73136568,0.010011572,0.0049249995
302.75137569,0.0099995472,0.004941951
302.77138569,0.0099874651,0.0049588848
302.7913957,0.0099752937,0.0049758069
302.8114057,0.0099630719,0.00499271
302.83141571,0.0099507719,0.0050095925
302.85142571,0.0099384058,0.0050264518
302.87143572,0.0099259671,0.005043278
302.89144572,0.0099134715,0.0050600735
302.91145573,0.0099008884,0.0050768331
302.93146573,0.009888229,0.0050935545
302.95147574,0.009875522,0.0051102364
302.97148574,0.0098627312,0.0051268679
302.99149575,0.0098498827,0.0051434566
303.01150575,0.0098369401,0.0051599918
303.03151576,0.0098239416,0.005176472
303.05152576,0.009810864,0.005192895
303.07153577,0.0097977268,0.0052092588
303.09154577,0.0097844917,0.0052255569
303.11155578,0.0097712064,0.0052417913
303.13156578,0.009757827,0.0052579516
303.15157579,0.0097443992,0.0052740448
303.17158579,0.0097308652,0.0052900626
303.1915958,0.009717281,0.0053059971
303.2116058,0.0097036231,0.0053218501
303.23161581,0.0096898759,0.0053376206
303.25162581,0.0096760821,0.0053533022
303.27163582,0.0096621811,0.0053688954
303.29164582,0.0096482355,0.005384394
303.31165583,0.0096342154,0.0053997943
303.33166583,0.0096201133,0.0054150973
303.35167584,0.0096059339,0.0054303012
303.37168584,0.0095916959,0.0054453998
303.39169585,0.0095773777,0.0054603899
303.41170585,0.009562986,0.0054752715
303.43171586,0.0095485291,0.0054900451
303.45172586,0.0095340023,0.0055046994
303.47173587,0.0095193814,0.0055192332
303.49174587,0.0095047103,0.0055336505
303.51175588,0.0094899628,0.0055479459
303.53176588,0.0094751455,0.0055621197
303.55177589,0.0094602667,0.0055761565
303.57178589,0.0094453152,0.005590071
303.5917959,0.0094302874,0.0056038536
303.6118059,0.0094151897,0.0056175026
303.63181591,0.0094000297,0.0056310142
303.65182591,0.0093848072,0.0056443852
303.67183592,0.009369513,0.0056576161
303.69184592,0.0093541406,0.0056707053
303.71185593,0.0093387067,0.0056836489
303.73186593,0.009323217,0.0056964438
303.75187594,0.0093076667,0.0057090903
303.77188594,0.0092920475,0.0057215854
303.79189595,0.00927635,0.0057339258
303.81190595,0.0092606014,0.0057461113
303.83191596,0.0092447978,0.0057581398
303.85192596,0.0092289224,0.005770009
303.87193597,0.0092129931,0.0057817181
303.89194597,0.0091970116,0.0057932613
303.91195598,0.0091809491,0.0058046402
303.93196598,0.0091648493,0.0058158562
303.95197599,0.0091486815,0.0058269016
303.97198599,0.0091324644,0.0058377744
303.991996,0.0091161923,0.0058484855
304.012006,0.0090998765,0.0058590178
304.03201601,0.0090834945,0.0058693811
304.05202601,0.009067052,0.0058795619
304.07203602,0.0090505676,0.0058895699
304.09204602,0.0090340236,0.0058993977
304.11205603,0.0090174265,0.0059090485
304.13206603,0.0090008024,0.0059185149
304.15207604,0.0089841094,0.0059278025
304.17208604,0.0089673875,0.0059369076
304.19209605,0.0089506069,0.0059458269
304.21210605,0.0089337928,0.0059545632
304.23211606,0.0089169247,0.0059631085
304.25212606,0.0089000138,0.0059714681
304.27213607,0.0088830702,0.0059796376
304.29214607,0.0088660857,0.005987619
304.31215608,0.0088490564,0.0059954096
304.33216608,0.008831989,0.0060030078
304.35217609,0.008814875,0.0060104178
304.37218609,0.0087977499,0.00601763
304.3921961,0.0087805679,0.0060246554
304.4122061,0.0087633515,0.006031482
304.43221611,0.0087461211,0.0060381163
304.45222611,0.0087288488,0.0060445555
304.47223612,0.0087115513,0.0060508009
304.49224612,0.008694225,0.0060568475
304.51225613,0.0086768633,0.0060626995
304.53226613,0.0086594839,0.0060683507
304.55227614,0.00864207,0.006073805
304.57228614,0.0086246468,0.0060790619
304.59229615,0.0086071845,0.0060841222
304.61230615,0.0085897166,0.0060889842
304.63231616,0.0085722171,0.0060936445
304.65232616,0.0085547026,0.0060981135
304.67233617,0.0085371733,0.0061023757
304.69234617,0.0085196234,0.0061064437
304.71235618,0.0085020578,0.0061103152
304.73236618,0.0084844809,0.006113987
304.75237619,0.0084668873,0.0061174585
304.77238619,0.008449289,0.0061207302
304.7923962,0.0084316833,0.0061238082
304.8124062,0.0084140655,0.0061266832
304.83241621,0.0083964588,0.0061293594
304.85242621,0.0083788065,0.0061318446
304.87243622,0.0083611691,0.0061341282
304.89244622,0.0083435327,0.0061362144
304.91245623,0.0083258841,0.0061381073
304.93246623,0.0083082486,0.0061398013
304.95247624,0.0082905972,0.0061413008
304.97248624,0.0082729599,0.0061426023
304.99249625,0.008255315,0.0061437199
305.01250625,0.0082376823,0.0061446354
305.03251626,0.0082200579,0.0061453599
305.05252626,0.0082024252,0.0061458922
305.07253627,0.0081848139,0.0061462326
305.09254627,0.008167211,0.006146383
305.11255628,0.0081496136,0.0061463416
305.13256628,0.0081320349,0.006146112
305.15257629,0.0081144562,0.006145691
305.17258629,0.0080969045,0.0061450899
305.1925963,0.0080793621,0.0061443015
305.2126063,0.0080618383,0.0061433208
305.23261631,0.008044336,0.006142159
305.25262631,0.0080268551,0.0061408165
305.27263632,0.008009389,0.0061392887
305.29264632,0.007991937,0.0061375806
305.31265633,0.0079745222,0.0061356942
305.33266633,0.0079571176,0.0061336244
305.35267634,0.0079397522,0.0061313794
305.37268634,0.0079224091,0.0061289608
305.39269635,0.0079050902,0.0061263656
305.41270635,0.0078878105,0.0061235963
305.43271636,0.0078705475,0.0061206529
305.45272636,0.0078533124,0.0061175404
305.47273637,0.0078361155,0.0061142608
305.49274637,0.0078189624,0.0061108107
305.51275638,0.0078018466,0.0061071967
305.53276638,0.0077847606,0.0061034136
305.55277639,0.0077677029,0.00609947
305.57278639,0.0077506835,0.0060953614
305.5927964,0.0077337045,0.0060910932
305.6128064,0.0077167647,0.0060866708
305.63281641,0.0076998714,0.0060820868
305.65282641,0.0076830164,0.0060773478
305.67283642,0.0076661985,0.0060724537
305.69284642,0.0076494366,0.0060674124
305.71285643,0.0076327114,0.0060622185
305.73286643,0.007616038,0.0060568745
305.75287644,0.0075994073,0.00605139
305.77288644,0.007582827,0.0060457559
305.79289645,0.0075662942,0.0060399789
305.81290645,0.0075498186,0.0060340618
305.83291646,0.0075333854,0.0060280096
305.85292646,0.0075170021,0.0060218107
305.87293647,0.0075006834,0.0060154828
305.89294647,0.0074844118,0.0060090171
305.91295648,0.0074681928,0.0060024252
305.93296648,0.0074520311,0.0059957034
305.95297649,0.007435922,0.0059888526
305.97298649,0.007419874,0.0059818784
305.9929965,0.0074038832,0.0059747817
306.0130065,0.007387944,0.0059675626
306.03301651,0.0073720813,0.0059602275
306.05302651,0.0073562674,0.0059527722
306.07303652,0.0073405118,0.0059452006
306.09304652,0.0073248213,0.0059375144
306.11305653,0.0073091984,0.0059297304
306.13306653,0.0072936337,0.0059218258
306.15307654,0.0072781327,0.005913815
306.17308654,0.0072627035,0.005905706
306.19309655,0.0072473348,0.0058974894
306.21310655,0.0072320239,0.0058891815
306.23311656,0.0072167944,0.0058807717
306.25312656,0.0072016162,0.0058722678
306.27313657,0.0071865176,0.0058636707
306.29314657,0.0071714846,0.005854982
306.31315658,0.007156516,0.0058462024
306.33316658,0.0071416232,0.0058373474
306.35317659,0.0071267923,0.0058284011
306.37318659,0.0071120448,0.0058193738
306.3931966,0.0070973588,0.0058102682
306.4132066,0.0070827459,0.005801084
306.43321661,0.0070682117,0.0057918276
306.45322661,0.0070537436,0.005782498
306.47323662,0.0070393495,0.0057731029
306.49324662,0.0070250258,0.005763635
306.51325663,0.0070107784,0.0057541071
306.53326663,0.0069966079,0.0057445117
306.55327664,0.0069825086,0.0057348595
306.57328664,0.0069684898,0.00572515
306.59329665,0.0069545475,0.0057153837
306.61330665,0.0069406698,0.0057055592
306.63331666,0.0069268807,0.0056956881
306.65332666,0.0069131642,0.0056857658
306.67333667,0.0068995198,0.0056758011
306.69334667,0.0068859523,0.0056657866
